nbId,Taille(cm),Poids(kg)
13189,175,51.0
13190,168,47.5
13191,176,58.5
13192,171,59.0
13193,173,59.0
13194,175,55.5
13195,180,66.5
13196,173,53.0
13197,174,56.5
13198,173,65.0
13199,171,56.5
13200,168,61.5
13201,177,56.0
13202,179,58.5
13203,174,53.5
13204,176,57.0
13205,177,54.5
13206,164,62.0
13207,181,62.0
13208,173,62.0
13209,171,63.0
13210,173,59.0
13211,172,60.5
13212,169,55.0
13213,179,52.5
13214,177,53.5
13215,186,64.0
13216,165,52.0
13217,161,53.0
13218,174,55.5
13219,173,59.0
13220,174,56.5
13221,173,50.0
13222,169,54.5
13223,182,65.0
13224,170,58.5
13225,175,53.5
13226,174,55.5
13227,163,50.5
13228,171,64.5
13229,165,56.0
13230,177,62.0
13231,171,61.5
13232,178,58.5
13233,169,51.5
13234,175,60.0
13235,175,58.5
13236,168,49.0
13237,173,59.5
13238,180,62.0
13239,165,53.5
13240,170,54.5
13241,172,56.0
13242,180,63.5
13243,163,47.0
13244,174,57.0
13245,182,59.0
13246,176,56.5
13247,176,61.5
13248,177,56.0
13249,173,55.5
13250,163,54.0
13251,165,44.5
13252,174,62.0
13253,171,53.5
13254,168,50.5
13255,166,61.5
13256,177,58.0
13257,178,59.5
13258,171,58.0
13259,173,57.5
13260,176,57.5
13261,180,62.0
13262,175,66.0
13263,169,56.0
13264,172,51.5
13265,168,57.5
13266,164,55.5
13267,166,52.5
13268,163,57.5
13269,173,52.0
13270,179,63.0
13271,171,62.0
13272,175,61.0
13273,171,51.0
13274,170,50.0
13275,176,61.5
13276,171,58.0
13277,165,51.5
13278,177,60.0
13279,175,55.5
13280,174,54.0
13281,167,61.5
13282,179,58.5
13283,182,61.0
13284,173,50.0
13285,178,69.5
13286,174,64.0
13287,163,54.0
13288,167,45.5
13289,172,58.5
13290,172,66.5
13291,176,60.5
13292,173,59.5
13293,159,53.5
13294,173,58.0
13295,172,61.0
13296,170,50.5
13297,171,61.0
13298,171,65.5
13299,168,53.5
13300,176,54.5
13301,174,56.5
13302,174,57.5
13303,172,50.0
13304,170,51.5
13305,171,58.0
13306,172,60.0
13307,176,55.0
13308,168,51.5
13309,174,59.0
13310,170,54.0
13311,169,61.0
13312,164,53.5
13313,172,58.0
13314,179,55.0
13315,179,54.0
13316,175,58.0
13317,176,56.5
13318,176,59.5
13319,170,57.5
13320,174,63.0
13321,171,55.0
13322,178,66.5
13323,169,54.5
13324,174,61.0
13325,176,58.0
13326,172,59.5
13327,176,69.0
13328,169,62.0
13329,168,58.5
13330,176,60.5
13331,170,56.0
13332,168,54.5
13333,166,48.5
13334,164,45.5
13335,175,66.5
13336,162,45.0
13337,171,50.5
13338,178,63.0
13339,186,70.0
13340,174,61.5
13341,176,59.5
13342,165,51.5
13343,168,48.0
13344,168,52.0
13345,180,57.0
13346,171,61.5
13347,162,58.0
13348,170,57.0
13349,182,57.0
13350,180,68.0
13351,172,56.0
13352,178,61.0
13353,169,65.0
13354,173,54.5
13355,176,60.5
13356,168,56.5
13357,181,68.5
13358,163,48.5
13359,173,59.0
13360,179,63.0
13361,175,56.0
13362,182,55.5
13363,168,53.0
13364,172,57.0
13365,168,53.5
13366,176,53.5
13367,162,56.5
13368,172,53.5
13369,164,44.5
13370,172,55.0
13371,176,60.0
13372,175,60.5
13373,166,47.0
13374,171,56.0
13375,164,45.5
13376,182,63.5
13377,168,52.0
13378,176,58.0
13379,178,64.5
13380,177,67.5
13381,166,56.5
13382,183,60.5
13383,163,51.0
13384,170,55.5
13385,180,58.5
13386,170,57.5
13387,180,62.5
13388,175,44.0
13389,175,60.0
13390,179,63.0
13391,175,64.0
13392,168,60.5
13393,182,59.5
13394,172,59.5
13395,172,54.5
13396,176,59.0
13397,173,50.5
13398,179,54.5
13399,161,52.5
13400,168,52.0
13401,173,66.5
13402,171,55.5
13403,177,61.5
13404,173,53.5
13405,174,60.5
13406,162,51.0
13407,182,64.0
13408,176,64.0
13409,176,70.5
13410,173,55.0
13411,170,56.0
13412,177,59.5
13413,178,62.0
13414,170,49.5
13415,170,61.0
13416,185,61.5
13417,181,67.5
13418,178,55.0
13419,171,57.0
13420,180,64.5
13421,180,62.0
13422,181,56.5
13423,181,57.5
13424,175,61.0
13425,179,64.5
13426,164,50.0
13427,173,52.5
13428,173,58.5
13429,177,61.5
13430,177,54.5
13431,169,55.0
13432,180,65.5
13433,170,56.0
13434,170,47.5
13435,179,53.0
13436,172,57.0
13437,167,48.5
13438,170,60.5
13439,170,64.5
13440,168,57.0
13441,182,62.5
13442,176,58.0
13443,169,58.5
13444,173,47.0
13445,176,55.0
13446,170,58.5
13447,175,50.5
13448,182,58.0
13449,182,70.5
13450,178,56.0
13451,172,58.5
13452,170,64.0
13453,169,57.5
13454,172,48.5
13455,166,46.5
13456,168,51.0
13457,169,60.0
13458,176,61.5
13459,177,59.5
13460,171,57.5
13461,183,66.5
13462,179,59.5
13463,176,61.5
13464,169,53.5
13465,172,54.5
13466,176,65.5
13467,171,54.0
13468,165,58.0
13469,177,59.5
13470,168,53.5
13471,170,66.5
13472,171,50.5
13473,175,54.0
13474,177,62.5
13475,174,58.0
13476,168,59.0
13477,169,54.0
13478,173,53.5
13479,180,60.0
13480,169,59.0
13481,167,50.0
13482,179,60.5
13483,178,57.0
13484,173,61.5
13485,173,52.0
13486,171,57.5
13487,180,61.0
13488,166,60.0
13489,174,61.5
13490,166,56.5
13491,171,56.5
13492,163,47.5
13493,165,54.0
13494,173,51.0
13495,172,62.5
13496,174,62.0
13497,182,63.0
13498,185,61.0
13499,185,58.5
13500,174,51.0
13501,174,57.0
13502,179,61.5
13503,174,60.5
13504,172,55.5
13505,171,60.5
13506,178,57.0
13507,180,63.5
13508,177,69.5
13509,171,57.5
13510,175,60.5
13511,170,50.0
13512,172,59.5
13513,174,69.5
13514,173,66.0
13515,166,48.5
13516,173,58.5
13517,174,63.0
13518,174,57.0
13519,167,52.5
13520,175,55.0
13521,171,55.0
13522,171,54.0
13523,175,56.0
13524,167,57.0
13525,162,46.0
13526,170,56.0
13527,175,55.5
13528,161,52.5
13529,172,57.0
13530,174,56.0
13531,176,61.5
13532,177,55.5
13533,175,56.5
13534,181,68.0
13535,170,49.0
13536,168,49.0
13537,170,59.0
13538,169,51.0
13539,172,55.5
13540,173,62.5
13541,169,46.5
13542,167,49.0
13543,176,51.5
13544,163,57.5
13545,172,60.5
13546,179,62.0
13547,170,58.0
13548,173,51.5
13549,178,65.0
13550,171,54.0
13551,180,60.5
13552,170,58.0
13553,164,56.5
13554,168,52.0
13555,179,59.5
13556,165,53.0
13557,170,58.0
13558,171,63.5
13559,164,52.0
13560,171,58.5
13561,176,57.0
13562,171,50.5
13563,174,60.5
13564,169,50.5
13565,171,56.0
13566,173,56.5
13567,164,63.0
13568,173,58.0
13569,176,60.0
13570,174,64.5
13571,168,54.5
13572,169,51.0
13573,163,53.0
13574,171,69.0
13575,165,46.5
13576,166,51.0
13577,167,59.5
13578,163,51.0
13579,167,57.5
13580,180,62.0
13581,171,55.5
13582,166,50.0
13583,177,69.0
13584,169,56.5
13585,171,68.5
13586,169,56.5
13587,175,56.0
13588,176,68.0
13589,174,57.5
13590,174,63.0
13591,184,60.0
13592,173,60.0
13593,170,53.0
13594,168,61.0
13595,172,55.0
13596,175,60.0
13597,170,53.0
13598,175,57.0
13599,180,60.5
13600,163,50.0
13601,175,54.5
13602,172,62.0
13603,181,63.0
13604,184,52.0
13605,175,58.0
13606,171,50.0
13607,170,59.0
13608,177,71.0
13609,185,71.5
13610,172,63.5
13611,173,65.5
13612,176,62.0
13613,179,63.0
13614,183,61.5
13615,170,58.0
13616,182,62.5
13617,168,56.0
13618,174,58.5
13619,172,58.5
13620,176,54.0
13621,169,55.5
13622,168,50.0
13623,165,60.0
13624,173,49.5
13625,179,70.0
13626,169,55.0
13627,174,62.0
13628,171,54.5
13629,176,60.0
13630,178,59.5
13631,167,57.0
13632,176,62.5
13633,185,65.5
13634,162,55.5
13635,166,56.5
13636,165,56.0
13637,173,57.0
13638,179,65.5
13639,173,57.0
13640,168,55.0
13641,175,57.5
13642,164,53.5
13643,177,62.5
13644,178,67.0
13645,180,63.0
13646,182,70.0
13647,180,60.0
13648,174,54.5
13649,168,59.5
13650,183,66.0
13651,164,54.5
13652,181,55.0
13653,173,59.0
13654,168,51.5
13655,170,62.5
13656,173,58.0
13657,176,57.0
13658,173,61.5
13659,169,60.5
13660,173,57.5
13661,178,60.0
13662,170,62.0
13663,168,54.0
13664,170,52.0
13665,174,59.5
13666,173,53.5
13667,173,64.0
13668,167,62.0
13669,175,60.5
13670,174,55.0
13671,173,57.0
13672,170,55.0
13673,166,57.5
13674,177,60.0
13675,178,63.0
13676,182,71.0
13677,183,59.0
13678,174,62.0
13679,176,56.5
13680,176,64.5
13681,179,68.0
13682,190,70.5
13683,172,58.0
13684,161,56.5
13685,175,53.0
13686,168,53.5
13687,174,61.5
13688,167,54.0
13689,169,56.0
13690,169,58.5
13691,175,55.5
13692,166,53.5
13693,171,55.5
13694,167,47.5
13695,176,62.5
13696,171,54.5
13697,173,52.5
13698,178,60.5
13699,176,54.5
13700,173,56.0
13701,172,56.0
13702,173,56.5
13703,170,54.5
13704,173,53.5
13705,175,62.0
13706,174,68.0
13707,172,41.5
13708,164,53.0
13709,167,51.0
13710,171,55.5
13711,172,62.0
13712,169,50.0
13713,175,64.0
13714,177,63.0
13715,173,64.5
13716,172,53.0
13717,178,66.5
13718,172,59.0
13719,174,56.0
13720,168,54.0
13721,171,58.5
13722,180,57.5
13723,164,59.0
13724,178,61.5
13725,170,64.5
13726,176,59.0
13727,179,52.0
13728,166,49.5
13729,168,53.0
13730,178,53.5
13731,167,59.0
13732,166,56.0
13733,172,51.0
13734,167,59.0
13735,173,57.0
13736,178,64.0
13737,173,57.5
13738,177,59.5
13739,181,75.0
13740,172,53.5
13741,175,63.0
13742,166,53.0
13743,174,65.0
13744,177,56.0
13745,174,60.5
13746,172,60.0
13747,168,58.0
13748,167,52.5
13749,167,55.0
13750,170,62.0
13751,177,55.5
13752,168,50.5
13753,172,65.0
13754,173,60.0
13755,173,59.0
13756,171,52.5
13757,173,51.0
13758,178,64.0
13759,172,60.0
13760,181,69.0
13761,170,60.0
13762,170,44.0
13763,180,64.5
13764,168,56.5
13765,160,59.5
13766,168,56.0
13767,174,58.5
13768,172,57.0
13769,163,50.5
13770,166,50.5
13771,166,46.5
13772,170,59.5
13773,177,60.0
13774,178,59.5
13775,177,58.0
13776,170,51.0
13777,163,50.5
13778,168,59.5
13779,171,63.5
13780,177,62.0
13781,180,61.5
13782,173,48.5
13783,175,52.0
13784,164,50.0
13785,179,59.5
13786,167,57.5
13787,178,66.5
13788,165,55.0
13789,181,62.5
13790,172,64.0
13791,171,56.5
13792,171,62.5
13793,170,60.5
13794,176,56.0
13795,176,54.0
13796,177,55.0
13797,168,58.0
13798,172,55.0
13799,173,53.0
13800,167,57.5
13801,173,59.0
13802,181,56.0
13803,170,54.0
13804,171,59.5
13805,171,54.5
13806,174,61.0
13807,180,64.0
13808,165,46.0
13809,172,52.0
13810,176,67.0
13811,174,64.5
13812,170,58.5
13813,176,56.0
13814,167,57.5
13815,176,62.5
13816,169,59.0
13817,177,55.5
13818,173,57.0
13819,161,49.5
13820,167,54.5
13821,174,53.5
13822,176,67.0
13823,167,56.5
13824,166,62.5
13825,170,53.0
13826,171,46.5
13827,164,49.5
13828,173,48.5
13829,177,68.0
13830,170,52.0
13831,170,48.5
13832,169,47.5
13833,168,48.5
13834,170,57.5
13835,179,65.5
13836,182,58.0
13837,176,62.0
13838,174,57.0
13839,167,51.0
13840,178,62.5
13841,170,59.5
13842,175,65.0
13843,181,58.0
13844,167,59.5
13845,174,53.5
13846,177,60.5
13847,177,57.5
13848,173,50.5
13849,175,60.5
13850,167,50.5
13851,169,66.5
13852,172,60.5
13853,178,65.5
13854,178,55.0
13855,176,58.5
13856,171,56.0
13857,164,47.5
13858,164,51.0
13859,176,61.0
13860,179,64.5
13861,174,59.5
13862,178,68.0
13863,172,59.0
13864,178,65.0
13865,182,64.0
13866,167,53.5
13867,167,52.5
13868,174,63.0
13869,171,53.5
13870,175,51.5
13871,176,49.0
13872,174,59.5
13873,168,50.0
13874,175,61.0
13875,172,45.5
13876,165,47.0
13877,174,58.5
13878,176,64.0
13879,180,52.5
13880,170,47.0
13881,174,61.0
13882,161,52.0
13883,174,63.0
13884,174,64.0
13885,175,60.0
13886,172,67.5
13887,169,60.5
13888,167,56.5
13889,171,56.0
13890,167,61.5
13891,168,52.5
13892,175,59.0
13893,179,60.0
13894,163,55.0
13895,167,55.0
13896,169,56.5
13897,170,58.5
13898,172,54.0
13899,171,61.5
13900,179,58.5
13901,168,56.5
13902,170,59.5
13903,174,59.0
13904,167,50.5
13905,172,53.0
13906,171,53.0
13907,174,65.0
13908,176,59.5
13909,177,52.0
13910,170,50.5
13911,163,56.5
13912,165,58.5
13913,171,56.0
13914,171,56.5
13915,174,64.5
13916,180,58.0
13917,170,60.5
13918,172,59.5
13919,162,54.0
13920,174,60.0
13921,178,57.0
13922,174,60.5
13923,173,62.0
13924,176,55.5
13925,181,61.5
13926,165,50.0
13927,171,56.5
13928,180,57.0
13929,177,58.5
13930,168,55.5
13931,179,58.5
13932,180,58.5
13933,174,51.5
13934,164,53.5
13935,172,57.0
13936,171,53.0
13937,180,63.0
13938,173,60.5
13939,172,65.5
13940,178,58.0
13941,175,49.5
13942,174,50.0
13943,174,55.5
13944,169,53.5
13945,175,60.0
13946,179,59.5
13947,174,60.5
13948,175,68.0
13949,178,63.0
13950,182,57.0
13951,174,59.5
13952,174,55.5
13953,174,55.0
13954,170,57.0
13955,180,64.0
13956,172,54.0
13957,173,61.5
13958,179,64.0
13959,171,54.0
13960,174,56.0
13961,174,53.0
13962,167,55.0
13963,178,70.5
13964,174,55.5
13965,172,57.5
13966,173,56.5
13967,166,49.5
13968,170,58.5
13969,166,58.5
13970,179,59.0
13971,184,71.5
13972,153,50.0
13973,172,46.5
13974,182,65.5
13975,175,56.5
13976,178,61.5
13977,166,51.0
13978,174,57.0
13979,171,55.5
13980,175,58.0
13981,174,56.0
13982,168,60.5
13983,176,53.5
13984,172,57.0
13985,179,57.0
13986,169,52.0
13987,167,56.5
13988,174,62.0
13989,178,63.5
13990,178,63.5
13991,172,60.5
13992,171,59.0
13993,169,56.5
13994,178,56.0
13995,173,57.5
13996,173,54.5
13997,175,61.0
13998,176,63.5
13999,178,56.0
14000,169,55.5
14001,168,53.5
14002,176,61.0
14003,178,56.0
14004,179,59.0
14005,172,56.0
14006,177,63.5
14007,183,68.0
14008,175,61.5
14009,173,63.0
14010,173,60.0
14011,175,61.0
14012,174,54.0
14013,177,56.5
14014,171,57.5
14015,173,51.0
14016,167,60.0
14017,168,49.5
14018,167,53.5
14019,175,45.5
14020,163,49.0
14021,178,59.0
14022,171,67.0
14023,166,64.5
14024,169,55.5
14025,168,61.5
14026,164,51.0
14027,180,67.5
14028,170,57.5
14029,168,60.0
14030,171,61.5
14031,177,56.5
14032,166,52.5
14033,169,49.5
14034,168,55.0
14035,172,60.0
14036,175,58.5
14037,167,58.5
14038,169,62.0
14039,170,56.0
14040,166,54.0
14041,179,58.5
14042,169,58.5
14043,172,55.0
14044,179,56.0
14045,176,59.5
14046,170,61.0
14047,169,56.0
14048,171,58.5
14049,177,63.0
14050,171,55.0
14051,172,57.5
14052,176,59.5
14053,173,55.0
14054,173,56.0
14055,172,60.0
14056,178,65.0
14057,175,61.0
14058,175,53.0
14059,170,58.5
14060,172,55.0
14061,169,56.0
14062,170,48.5
14063,177,54.5
14064,188,68.0
14065,177,65.0
14066,175,52.5
14067,171,54.5
14068,174,61.0
14069,168,58.5
14070,176,57.5
14071,174,53.5
14072,173,61.0
14073,185,66.0
14074,168,60.0
14075,173,54.5
14076,170,53.5
14077,172,62.5
14078,171,57.5
14079,175,54.0
14080,172,55.5
14081,174,58.0
14082,174,56.5
14083,174,57.5
14084,172,53.0
14085,174,56.0
14086,174,59.0
14087,166,58.5
14088,177,60.0
14089,174,63.0
14090,169,54.5
14091,171,61.5
14092,176,58.0
14093,178,65.5
14094,172,58.5
14095,175,57.0
14096,175,55.5
14097,163,48.5
14098,183,65.0
14099,172,64.0
14100,176,55.5
14101,167,62.5
14102,175,53.5
14103,174,55.5
14104,169,53.5
14105,169,57.5
14106,165,47.0
14107,157,35.5
14108,170,63.0
14109,169,50.5
14110,168,58.0
14111,172,54.5
14112,174,67.5
14113,173,64.5
14114,167,51.5
14115,176,62.5
14116,177,58.0
14117,168,44.0
14118,180,68.0
14119,177,63.0
14120,169,56.0
14121,172,63.0
14122,177,56.0
14123,179,67.5
14124,175,61.0
14125,172,60.0
14126,177,52.5
14127,179,52.0
14128,174,59.5
14129,174,62.0
14130,171,51.5
14131,174,61.5
14132,175,60.5
14133,177,61.5
14134,169,54.0
14135,159,49.0
14136,166,53.0
14137,168,52.5
14138,176,53.0
14139,170,54.5
14140,167,61.0
14141,178,66.5
14142,166,51.0
14143,167,55.0
14144,175,57.0
14145,176,55.0
14146,173,59.5
14147,172,54.5
14148,171,56.0
14149,169,49.5
14150,170,61.0
14151,178,54.5
14152,169,55.5
14153,171,58.0
14154,175,56.0
14155,178,60.0
14156,177,63.0
14157,173,63.0
14158,177,57.5
14159,174,62.0
14160,172,56.5
14161,167,49.0
14162,176,63.0
14163,168,57.5
14164,172,59.0
14165,178,55.0
14166,175,56.5
14167,175,57.5
14168,168,59.0
14169,170,58.0
14170,173,56.5
14171,182,66.0
14172,165,59.5
14173,177,62.5
14174,171,63.0
14175,174,61.0
14176,168,50.0
14177,174,56.0
14178,172,51.0
14179,175,54.5
14180,174,59.5
14181,171,63.5
14182,164,57.0
14183,180,64.0
14184,167,56.0
14185,167,53.0
14186,172,60.5
14187,171,62.0
14188,168,57.5
14189,172,60.5
14190,167,58.0
14191,169,55.0
14192,173,55.0
14193,168,51.0
14194,172,55.5
14195,169,56.5
14196,161,53.5
14197,171,63.5
14198,175,65.5
14199,163,49.5
14200,165,56.5
14201,172,58.5
14202,182,65.0
14203,172,55.0
14204,171,58.0
14205,172,52.0
14206,171,59.0
14207,172,50.0
14208,169,58.5
14209,184,65.0
14210,175,55.0
14211,177,55.5
14212,168,54.5
14213,171,60.0
14214,181,58.5
14215,179,65.5
14216,168,54.5
14217,175,68.5
14218,166,54.5
14219,180,61.0
14220,175,60.0
14221,174,60.0
14222,184,67.5
14223,167,48.0
14224,171,48.0
14225,173,52.0
14226,177,64.0
14227,171,47.5
14228,177,68.0
14229,165,51.0
14230,170,51.5
14231,170,53.0
14232,169,52.5
14233,179,65.0
14234,177,51.0
14235,170,51.0
14236,169,65.5
14237,171,58.0
14238,173,56.0
14239,174,48.0
14240,169,59.5
14241,174,59.5
14242,165,48.5
14243,175,63.0
14244,181,65.5
14245,169,50.0
14246,181,63.0
14247,176,57.5
14248,176,63.0
14249,170,47.5
14250,168,58.0
14251,167,56.0
14252,175,54.0
14253,168,56.0
14254,171,54.0
14255,166,56.0
14256,172,52.0
14257,167,57.0
14258,167,56.0
14259,170,58.5
14260,173,52.0
14261,168,52.0
14262,172,50.5
14263,173,52.5
14264,164,48.0
14265,176,56.0
14266,172,64.0
14267,165,58.5
14268,171,61.5
14269,170,52.0
14270,173,49.5
14271,164,55.5
14272,169,55.5
14273,170,57.0
14274,171,52.0
14275,178,61.0
14276,181,60.0
14277,166,53.0
14278,176,61.0
14279,168,53.5
14280,178,56.5
14281,174,61.5
14282,177,67.0
14283,171,54.5
14284,176,59.0
14285,172,59.0
14286,169,60.0
14287,172,56.5
14288,176,63.5
14289,178,57.5
14290,176,51.0
14291,179,54.0
14292,163,50.0
14293,168,55.0
14294,173,56.5
14295,163,48.0
14296,167,54.0
14297,176,63.0
14298,172,57.0
14299,177,59.0
14300,171,60.0
14301,168,57.5
14302,168,53.0
14303,169,56.5
14304,177,66.5
14305,171,60.5
14306,169,59.0
14307,174,72.5
14308,169,56.5
14309,176,66.0
14310,175,56.5
14311,172,56.0
14312,166,56.5
14313,168,51.5
14314,172,58.0
14315,173,54.5
14316,172,61.5
14317,167,64.5
14318,173,60.5
14319,176,61.5
14320,177,63.5
14321,175,55.0
14322,169,56.0
14323,176,66.0
14324,173,57.0
14325,170,52.0
14326,174,54.0
14327,172,57.0
14328,175,54.0
14329,169,56.0
14330,179,51.0
14331,176,66.5
14332,169,51.0
14333,171,61.0
14334,169,56.0
14335,174,53.5
14336,175,56.5
14337,175,63.5
14338,171,53.0
14339,171,60.5
14340,168,53.0
14341,173,53.0
14342,165,51.5
14343,164,48.0
14344,179,62.0
14345,166,50.0
14346,167,56.0
14347,168,45.0
14348,175,54.5
14349,176,59.5
14350,168,50.0
14351,181,68.5
14352,173,56.5
14353,174,61.0
14354,162,49.5
14355,169,55.5
14356,175,57.5
14357,168,64.5
14358,167,61.0
14359,175,57.5
14360,172,55.5
14361,164,50.0
14362,173,49.0
14363,177,58.5
14364,166,52.5
14365,179,52.5
14366,172,54.5
14367,168,52.0
14368,174,69.0
14369,176,57.0
14370,168,58.0
14371,173,45.5
14372,173,46.0
14373,180,63.0
14374,177,60.0
14375,182,67.0
14376,174,59.0
14377,169,65.5
14378,170,54.5
14379,176,63.0
14380,174,54.0
14381,166,59.0
14382,183,62.0
14383,172,60.5
14384,170,55.5
14385,178,53.0
14386,176,58.0
14387,171,55.5
14388,176,58.0
14389,169,48.0
14390,167,52.0
14391,166,59.0
14392,165,55.5
14393,173,60.5
14394,178,59.5
14395,163,49.0
14396,171,54.0
14397,182,62.0
14398,176,54.0
14399,166,41.0
14400,167,61.5
14401,177,52.5
14402,175,60.5
14403,166,46.0
14404,179,61.0
14405,176,62.0
14406,168,45.5
14407,168,54.0
14408,173,55.0
14409,171,55.5
14410,169,51.0
14411,166,47.0
14412,176,62.5
14413,171,68.0
14414,176,63.5
14415,176,56.0
14416,176,59.0
14417,170,48.5
14418,180,57.0
14419,170,61.5
14420,167,57.5
14421,169,55.0
14422,164,52.5
14423,177,61.5
14424,165,48.5
14425,172,60.5
14426,175,62.5
14427,175,50.5
14428,175,51.5
14429,178,63.0
14430,181,54.0
14431,170,57.5
14432,174,55.5
14433,174,51.5
14434,166,54.0
14435,183,67.0
14436,174,61.5
14437,173,52.0
14438,166,59.0
14439,168,57.0
14440,175,65.5
14441,175,59.5
14442,175,60.5
14443,175,64.5
14444,174,57.0
14445,172,61.0
14446,166,46.5
14447,180,63.0
14448,177,55.0
14449,174,57.0
14450,174,60.5
14451,176,71.5
14452,178,54.5
14453,168,64.0
14454,168,49.5
14455,167,57.5
14456,179,64.5
14457,171,60.5
14458,168,58.0
14459,169,54.5
14460,177,61.0
14461,167,53.0
14462,176,57.0
14463,162,45.5
14464,178,61.0
14465,165,44.5
14466,173,49.5
14467,175,61.0
14468,170,58.5
14469,165,56.5
14470,175,59.5
14471,168,52.5
14472,170,50.0
14473,175,49.0
14474,170,54.5
14475,169,53.5
14476,172,57.0
14477,174,58.0
14478,165,57.0
14479,178,62.0
14480,172,59.5
14481,176,55.5
14482,175,54.0
14483,182,70.5
14484,173,65.0
14485,170,57.5
14486,171,57.5
14487,175,53.5
14488,177,57.5
14489,171,50.5
14490,171,60.5
14491,174,62.0
14492,184,65.0
14493,182,56.5
14494,164,56.0
14495,175,59.0
14496,165,47.0
14497,181,67.5
14498,167,49.5
14499,163,53.0
14500,175,48.5
14501,174,66.5
14502,179,70.5
14503,181,63.5
14504,168,60.5
14505,173,58.5
14506,168,59.0
14507,176,66.5
14508,174,57.5
14509,181,56.0
14510,171,57.0
14511,166,59.5
14512,175,58.0
14513,169,56.5
14514,169,62.5
14515,180,73.5
14516,166,55.0
14517,176,56.5
14518,166,54.0
14519,172,61.0
14520,173,50.5
14521,175,61.5
14522,172,52.0
14523,177,62.0
14524,173,58.5
14525,181,68.0
14526,175,55.0
14527,163,52.0
14528,172,57.5
14529,169,60.5
14530,171,56.5
14531,184,68.5
14532,173,47.5
14533,166,52.0
14534,179,62.5
14535,170,57.5
14536,171,56.5
14537,175,61.5
14538,172,60.0
14539,177,54.5
14540,172,67.5
14541,176,59.5
14542,162,55.0
14543,177,64.5
14544,171,60.5
14545,164,53.0
14546,167,58.0
14547,169,62.5
14548,160,55.0
14549,171,58.0
14550,166,59.5
14551,178,64.5
14552,174,66.5
14553,164,50.0
14554,169,55.5
14555,180,64.0
14556,172,53.5
14557,166,46.5
14558,172,62.0
14559,173,59.5
14560,169,49.5
14561,171,61.5
14562,172,58.0
14563,166,58.0
14564,182,64.5
14565,174,54.0
14566,175,52.5
14567,170,50.0
14568,169,55.5
14569,171,50.0
14570,174,59.0
14571,173,61.5
14572,166,60.5
14573,172,57.5
14574,170,58.5
14575,173,58.0
14576,177,63.0
14577,169,54.5
14578,169,57.5
14579,177,60.5
14580,171,52.0
14581,171,57.0
14582,176,61.5
14583,173,52.0
14584,174,53.0
14585,179,51.0
14586,172,57.0
14587,170,63.5
14588,166,45.0
14589,166,52.5
14590,177,59.5
14591,176,57.0
14592,170,56.5
14593,165,57.5
14594,183,65.5
14595,175,64.0
14596,165,51.0
14597,176,67.5
14598,176,62.0
14599,166,57.5
14600,165,47.0
14601,173,56.5
14602,170,53.5
14603,169,52.0
14604,170,56.5
14605,168,56.0
14606,174,59.5
14607,172,59.0
14608,173,62.0
14609,163,48.0
14610,180,57.5
14611,182,59.5
14612,172,52.5
14613,177,68.0
14614,176,58.0
14615,174,62.0
14616,171,55.5
14617,176,56.5
14618,167,58.5
14619,175,59.0
14620,174,53.5
14621,174,54.0
14622,170,61.0
14623,174,65.0
14624,169,53.0
14625,173,60.0
14626,176,56.0
14627,171,59.0
14628,185,56.5
14629,172,63.0
14630,164,48.0
14631,178,61.0
14632,179,58.0
14633,163,52.5
14634,171,51.5
14635,172,54.0
